Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
"Generate Yii models, controllers, and views for CRUD operations",SCRUM-12,10011,Task,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:23 PM,19/Dec/24 9:31 PM,23/Dec/24 12:08 PM,19/Dec/24 9:31 PM,,0,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2024-12-23T12:01:10.000+0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":false}}",,,,,,,,,,,0|i0000q:,,,SCRUM Sprint 1,,9.0,,,,,,,,10000_*:*_1_*:*_83252701_*|*_10002_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,19/Dec/24 9:31 PM
"Create the ""Posts"" database table",SCRUM-11,10010,Task,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:23 PM,19/Dec/24 9:13 PM,23/Dec/24 12:08 PM,19/Dec/24 9:13 PM,,0,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2024-12-20T18:21:34.000+0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":false}}",,,,,,,,,,,0|i0000l:,,,SCRUM Sprint 1,,6.0,,,,,,,,10000_*:*_1_*:*_82240736_*|*_10002_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,19/Dec/24 9:13 PM
"Create a basic folder structure (models, views, controllers)",SCRUM-10,10009,Task,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:22 PM,19/Dec/24 9:13 PM,23/Dec/24 12:10 PM,19/Dec/24 9:13 PM,,0,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0000m:,,,SCRUM Sprint 1,,7.0,,,,,,,,10000_*:*_1_*:*_82279784_*|*_10002_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,19/Dec/24 9:13 PM
Set up the database connection,SCRUM-9,10008,Task,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:22 PM,19/Dec/24 9:11 PM,19/Dec/24 9:10 PM,19/Dec/24 9:11 PM,,0,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2024-12-19T21:10:17.000+0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,0|i0000j:,,,SCRUM Sprint 1,,5.0,,,,,,,,10000_*:*_1_*:*_487277_*|*_10001_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,19/Dec/24 9:11 PM
Install Yii framework.,SCRUM-8,10007,Task,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:21 PM,18/Dec/24 10:30 PM,18/Dec/24 10:30 PM,18/Dec/24 10:30 PM,,0,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0000f:,,,SCRUM Sprint 1,,5.0,,,,,,,,10000_*:*_1_*:*_513450_*|*_10002_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,18/Dec/24 10:30 PM
Design Admin CRUD for Blog Posts,SCRUM-4,10003,Story,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:13 PM,23/Dec/24 12:01 PM,23/Dec/24 12:10 PM,23/Dec/24 12:01 PM,,0,"Only assigned admin needs to be able to do CRUD operations, and for admin we need login too.",,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2024-12-20T17:23:24.000+0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":false}}",,,,,,,,,,,0|i0000k:,,,SCRUM Sprint 1,,9.0,,,,,,,,10000_*:*_1_*:*_82787737_*|*_10001_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,23/Dec/24 12:01 PM
Clear Project Structure in Yii,SCRUM-2,10001,Story,Done,SCRUM,Personal Blog,software,Temur Mirzaliev,62adb83dddc560006e8eb5a9,,Medium,Done,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,Temur Mirzaliev,62adb83dddc560006e8eb5a9,18/Dec/24 10:06 PM,19/Dec/24 9:13 PM,19/Dec/24 9:12 PM,19/Dec/24 9:13 PM,,0,We need to create a clear structure by using Yii Basic Template for our project.,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i00007:,,,SCRUM Sprint 1,,7.0,,,,,,,,10000_*:*_1_*:*_83130095_*|*_10001_*:*_1_*:*_0,10000,We need to create a simple personal blog website.,Done,19/Dec/24 9:13 PM
